rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,country
189,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,RCA Records Label,60,194,102,2425921,,US
190,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,Don Toliver,NEW DROP,Cactus Jack / Atlantic,190,-1,1,2425634,,US
191,spotify:track:0HEytGQM3bG1vKxER7IgVK,"Zach Bryan, The Lumineers",Spotless (feat. The Lumineers),Warner Records,7,-1,26,2424220,,US
192,spotify:track:2PyJAiQjp1OPkow2FJZKHR,"Ella Langley, Riley Green",you look like you love me (feat. Riley Green),SAWGOD/Columbia,28,182,13,2420736,,US
193,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,56,-1,96,2420700,,US
194,spotify:track:6WTFHKrnZpwEBLRS10Ylqs,Dominic Fike,misses,Columbia,52,165,15,2417028,,US
195,spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,Cactus Jack/Epic,1,-1,88,2414137,,US
196,spotify:track:1HbzxLqpNVPdiBXvpC7Ovb,The Red Clay Strays,Wondering Why,Red Clay Strays,83,-1,33,2413823,,US
197,spotify:track:1aXV8GrmQLvgoFtBPERP7E,Eyedress,Jealous,Lex Records,137,161,40,2412841,,US
198,spotify:track:0rtDE9zfXbamTlRUSwY7zy,Mark Ambor,Belong Together,"Hundred Days Records, LLC",52,179,24,2404438,,US
199,spotify:track:7qTaDOcld0VmBWXnkbUj45,"Lil Durk, Morgan Wallen",Broadway Girls (feat. Morgan Wallen),Alamo,7,189,77,2403730,,US
200,spotify:track:0HTIrbUwwFn984RzVZm5Fk,Ken Carson,Yale,Ken Car$on,200,-1,1,2402550,,US
1,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,1,2,6,14040573,,US
2,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,1,1,5,13753433,,US
3,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,"Good Luck, Babe!",Chappell Roan PS/ Island,1,3,25,13023325,,US
4,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,2,5,19,11419026,,US
5,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,2,7,10,10744903,,US
6,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,1,6,24,10397844,,US
7,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,1,9,16,9386561,,US
8,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Sabrina Carpenter,Bed Chem,Island Records,7,8,5,9151415,,US
9,spotify:track:4xdBrk0nFZaP54vvZj0yx7,Chappell Roan,HOT TO GO!,Chappell Roan PS/ Island,9,12,24,8899001,,US
10,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,"Post Malone, Morgan Wallen",I Had Some Help (Feat. Morgan Wallen),Mercury Records / Republic Records,1,10,20,8876680,,US
11,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,3,11,24,8700526,,US
12,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,13,21,7383905,,US
13,spotify:track:1k2pQc5i348DCHwbn5KTdc,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,12,14,16,7327311,,US
14,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,14,18,9,6992857,,US
15,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",1,16,36,6746588,,US
16,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,17,22,6639705,,US
17,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),Warner Records,1,19,57,6441410,,US
18,spotify:track:2cZOYofOX4d6g0OXxkaIjA,Playboi Carti,ALL RED,AWGE/Interscope Records,4,4,2,6370580,,US
19,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,10,21,46,6193424,,US
20,spotify:track:19XpFsce28aByvCC4g89tJ,Hozier,Too Sweet,Rubyworks / Universal-Island Records Ltd,1,26,27,6157779,,US
21,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,2,24,100,5946914,,US
22,spotify:track:51rfRCiUSvxXlCSCfIztBy,Gracie Abrams,"I Love You, I'm Sorry","Gracie Abrams, under exclusive license to Interscope Records",22,23,11,5581232,,US
23,spotify:track:4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,Pink Skies,Warner Records,8,25,18,5552372,,US
24,spotify:track:6GG4yyk3UATdBfTHVgI8PB,Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),Atlantic Records,17,28,19,5454844,,US
25,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,4,29,127,5437373,,US
26,spotify:track:7FOgcfdz9Nx5V9lCNXdBYv,Chappell Roan,Red Wine Supernova,Chappell Roan PS/ Island,15,27,25,5434759,,US
27,spotify:track:24XihnoVPWXlKJ4BgXqjVM,Tate McRae,It's ok I'm ok,RCA Records Label,15,15,2,5406423,,US
28,spotify:track:102YUQbYmwdBXS7jwamI90,Sabrina Carpenter,Good Graces,Island Records,7,22,5,5324030,,US
29,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,WILDFLOWER,Darkroom/Interscope Records,11,42,19,5294636,,US
30,spotify:track:1XBYiRV30ykHw5f4wm6qEn,The Kid LAROI,NIGHTS LIKE THIS,Columbia,24,32,14,5256289,,US
31,spotify:track:5iJKGpnFfvbjZJeAtwXfCj,Zach Bryan,28,Warner Records,10,30,12,5237045,,US
32,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,13,35,214,5231811,,US
33,spotify:track:3WOhcATHxK2SLNeP5W3v1v,"Charli xcx, Billie Eilish",Guess featuring billie eilish,Atlantic Records,7,31,8,5217416,,US
34,spotify:track:2jnezASa7o0lP6aif6VrIf,Future,TEFLON DON,Wilburn Holding Co./Epic,34,-1,1,5130163,,US
35,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,34,169,5117266,,US
36,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,19,39,75,4859537,,US
37,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Slow It Down,"Night Street Records, Inc./Warner Records Inc.",22,41,27,4806675,,US
38,spotify:track:3WSOUb3U7tqURbBSgZTrZX,Chappell Roan,Casual,Chappell Roan PS/ Island,32,33,17,4798714,,US
39,spotify:track:2uqYupMHANxnwgeiXTZXzd,Dasha,Austin (Boots Stop Workin'),Warner Records,20,36,29,4787033,,US
40,spotify:track:7Fzl7QaTu47WyP9R5S5mh5,Morgan Wallen,Lies Lies Lies,Big Loud Records / Mercury Records / Republic Records,9,37,12,4743269,,US
41,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,30,40,98,4554478,,US
42,spotify:track:3aCPResPDNae3pXTocGpYe,Future,LIL DEMON,Wilburn Holding Co./Epic,42,-1,1,4505597,,US
43,spotify:track:2aYZaN5SmkRDLsrrV8GkBQ,"Peso Pluma, Neton Vega",LA PATRULLA,2024 Double P Records,43,47,13,4385270,,US
44,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,18,49,192,4336756,,US
45,spotify:track:21B4gaTWnTkuSh77iWEXdS,Sabrina Carpenter,Juno,Island Records,13,43,5,4289911,,US
46,spotify:track:1SjsVdSXpwm1kTdYEHoPIT,Zach Bryan,Sun to Me,Warner Records,35,45,72,4265455,,US
47,spotify:track:0OA00aPt3BV10qeMIs3meW,"Hanumankind, Kalmi",Big Dawgs,Universal Music India Pvt Ltd.,13,38,9,4240152,,US
48,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,48,87,4199129,,US
49,spotify:track:6pf7fmrtYcA4WpqTksuh68,Future,SKI,Wilburn Holding Co./Epic,49,-1,1,4166745,,US
50,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Cactus Jack/Epic,2,58,61,4101906,,US
51,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,30,50,111,4063648,,US
52,spotify:track:4Na2HfNSr58chvfX69fy36,Gunna,one of wun,300 Entertainment,23,54,20,4003491,,US
53,spotify:track:3kXoKlD84c6OmIcOLfrfEs,"Earth, Wind & Fire",September,Columbia/Legacy,53,132,27,3915252,,US
54,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,3,52,54,3880599,,US
55,spotify:track:4QTlxavdQGUVitxAvQqqkU,BigXthaPlug,Mmhmm,BigXthaPlug under exclusive license to UnitedMasters LLC,38,63,41,3840529,,US
56,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,Linkin Park,The Emptiness Machine,Warner Records,18,44,3,3790208,,US
57,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,61,82,3781059,,US
58,spotify:track:6WatFBLVB0x077xWeoVc2k,KAROL G,Si Antes Te Hubiera Conocido,Bichota/Interscope Records,44,46,14,3760226,,US
59,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,Warner Records,16,59,36,3756897,,US
60,spotify:track:2tudvzsrR56uom6smgOcSf,"Future, Metro Boomin, Kendrick Lamar",Like That,Wilburn Holding Co./Boominati/Epic/Republic,1,51,27,3750070,,US
61,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,38,75,97,3730879,,US
62,spotify:track:2t4H61OtTYgmDe61KxkjKH,Future,PLUTOSKI,Wilburn Holding Co./Epic,62,-1,1,3717452,,US
63,spotify:track:2Lumsra3kuU61wXkEKzKaK,Surf Curse,Disco,Surf Curse,46,56,4,3715584,,US
64,spotify:track:19RybK6XDbAVpcdxSbZL1o,Charli xcx,Apple,Atlantic Records,16,57,11,3709897,,US
65,spotify:track:0DhCbTQZfWD8P8pOlg3jv9,Future,TOO FAST,Wilburn Holding Co./Epic,65,-1,1,3612062,,US
66,spotify:track:6MzofobZt2dm0Kf1hTThFz,Addison Rae,Diet Pepsi,Columbia,66,71,5,3605793,,US
67,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,2,64,29,3558347,,US
68,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,72,108,3543684,,US
69,spotify:track:3pXF1nA74528Edde4of9CC,Bryson Tiller,Don't,TrapSoul/RCA Records,69,82,144,3540392,,US
70,spotify:track:5oIVNm56t6OIf9ZjdEG3ud,Sabrina Carpenter,Coincidence,Island Records,15,55,5,3514633,,US
71,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,Stargazing,RCA Records Label,24,67,20,3507639,,US
72,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,Jive,10,84,97,3489328,,US
73,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,Daryl Hall & John Oates,Rich Girl,RCA Records Label,57,76,31,3479341,,US
74,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,The Marías,No One Noticed,Nice Life/Atlantic,74,99,6,3475663,,US
75,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,3,78,32,3424609,,US
76,spotify:track:53IRnAWx13PYmoVYtemUBS,Chappell Roan,Femininomenon,Chappell Roan PS/ Island,41,62,16,3396618,,US
77,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,87,94,3394013,,US
78,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,78,81,44,3390982,,US
79,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,70,98,3383538,,US
80,spotify:track:7iQMm50NNwlUIRWhONZR2k,Tucker Wetmore,Wind Up Missin’ You,Tucker Wetmore,48,80,26,3375729,,US
81,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,4,79,19,3372355,,US
82,spotify:track:5W4kiM2cUYBJXKRudNyxjW,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,8,85,124,3369534,,US
83,spotify:track:7z7kvUQGwlC6iOl7vMuAr9,The Weeknd,Dancing In The Flames,XO / Republic Records,20,20,2,3340564,,US
84,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,Frank Ocean,Thinkin Bout You,Red Zone Entertainment / IDJ,42,89,39,3326652,,US
85,spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,PinkPantheress,Pain,Parlophone UK,48,73,61,3321062,,US
86,spotify:track:1C84d9abZVKWHT2YYpoean,"Luis R Conriquez, Neton Vega",Si No Quieres No,Kartel Music,62,90,21,3319943,,US
87,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,Linger,Island Records,86,86,19,3317025,,US
88,spotify:track:1bjeWoagtHmUKputLVyDxQ,SZA,Saturn,Top Dawg Entertainment/RCA Records,5,74,31,3314931,,US
89,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,50,91,213,3308843,,US
90,spotify:track:4q5YezDOIPcoLr8R81x9qy,Taylor Swift,I Can Do It With a Broken Heart,Taylor Swift,3,65,23,3301583,,US
91,spotify:track:3iPIDAFybaoyqX7hvAfWkl,Sabrina Carpenter,Sharpest Tool,Island Records,12,60,5,3290783,,US
92,spotify:track:059qzhNaJb8tsqpdl2bHfF,Bad Bunny,Una Velita,Rimas Entertainment LLC.,92,-1,1,3268245,,US
93,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,15,96,89,3267604,,US
94,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,Richy Mitch & The Coal Miners,40,53,53,3260691,,US
95,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,1,68,23,3255864,,US
96,spotify:track:1mMLMZYXkMueg65jRRWG1l,Luke Combs,When It Rains It Pours,River House Artists/Columbia Nashville,60,106,126,3232548,,US
97,spotify:track:6StwwqB84sJeLr7tZDTxEX,"Post Malone, Luke Combs",Guy For That (Feat. Luke Combs),Mercury Records / Republic Records,12,102,9,3227874,,US
98,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,Warner Records,86,98,32,3221277,,US
99,spotify:track:32fSZSbxeVoiZShMQKLc6Z,Chappell Roan,My Kink Is Karma,Chappell Roan PS/ Island,59,88,16,3206597,,US
100,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,95,193,3188643,,US
101,spotify:track:2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,Warner Records,53,66,5,3184878,,US
102,spotify:track:2mWfVxEo4xZYDaz0v7hYrN,Clairo,Juna,Clairo,71,94,9,3175205,,US
103,spotify:track:2rxQMGVafnNaRaXlRMWPde,Luke Combs,Beautiful Crazy,River House Artists/Columbia Nashville,61,92,204,3174711,,US
104,spotify:track:4w2GLmK2wnioVnb5CPQeex,Charli xcx,360,Atlantic Records,21,77,17,3169514,,US
105,spotify:track:5AH31dDNgxCMGDdxubNNn4,Fuerza Regida,NEL,Rancho Humilde/Street Mob Records,100,100,7,3155500,,US
106,spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,109,231,3151487,,US
107,spotify:track:0OWhKvvsHptt6vnnNUSM9a,Zach Bryan,Oklahoma Smokeshow,Warner Records,64,101,63,3130232,,US
108,spotify:track:698eQRku24PIYPQPHItKlA,Luke Combs,She Got the Best of Me,River House Artists/Columbia Nashville,58,114,43,3130084,,US
109,spotify:track:3IznIgmXtrUaoPWpQTy5jB,TV Girl,Not Allowed,TV Girl,39,110,72,3126511,,US
110,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,7,105,19,3124552,,US
111,spotify:track:5jfhLCSIFUO4ndzNRh4w4G,Zach Bryan,"Burn, Burn, Burn",Warner Records,68,104,59,3115579,,US
112,spotify:track:5wbg8kepMFoMzHOEuxiI0q,Gracie Abrams,Close To You,"Gracie Abrams, under exclusive license to Interscope Records",27,111,16,3094933,,US
113,spotify:track:3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Brown Eyed Girl,Columbia/Legacy,68,119,33,3089952,,US
114,spotify:track:2tznHmp70DxMyr2XhWLOW0,Cage The Elephant,Cigarette Daydreams,RCA Records Label,104,117,92,3074437,,US
115,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Partisan Records,49,123,94,3067030,,US
116,spotify:track:2Zo1PcszsT9WQ0ANntJbID,Sabrina Carpenter,Feather,Island Records,20,120,44,3062210,,US
117,spotify:track:3FU6urUVsgXa6RBuV2PdRk,"Diplo, Morgan Wallen",Heartless (feat. Morgan Wallen),Columbia,57,121,103,3059656,,US
118,spotify:track:5RKQ5NdjSh2QzD4MaunT91,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,92,107,79,3051045,,US
119,spotify:track:5TgEJ62DOzBpGxZ7WRsrqb,Hozier,Work Song,Universal-Island Records Ltd.,108,108,12,3039011,,US
120,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,10,113,346,3028629,,US
121,spotify:track:2yR2sziCF4WEs3klW1F38d,Odetari,KEEP UP,"APG, Inc. - Odetari II",121,177,2,3026019,,US
122,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,16,125,161,3019791,,US
123,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"Kendrick Lamar, SZA",All The Stars (with SZA),Black Panther (TDE/DMG) PS,2,112,107,3018128,,US
124,spotify:track:2UikqkwBv7aIvlixeVXHWt,Chris Stapleton,You Should Probably Leave,Mercury Nashville,56,129,66,3018117,,US
125,spotify:track:3JG1uFc40wfyrqaWC7iv0e,Artemas,i like the way you kiss me,Artemas,3,118,27,3015995,,US
126,spotify:track:7gxQXemQ5MBeK9PUrKRtfV,Alex Warren,Burning Down,Atlantic Records,126,-1,1,3011236,,US
127,spotify:track:5tUETztMKNT9NDbMUVpxzl,Future,READY TO COOK UP,Wilburn Holding Co./Epic,127,-1,1,2990861,,US
128,spotify:track:2hrycoFU1mZw6YPvMcn8yC,Jordan Adetunji,KEHLANI,300 Entertainment,46,93,14,2972843,,US
129,spotify:track:7FAFkQQZFeNwOFzTrSDFIh,"Mac Miller, Empire Of The Sun",The Spins,Rostrum Records,61,127,151,2954461,,US
130,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,Don Toliver,NEW DROP,Cactus Jack / Atlantic,130,190,2,2953091,,US
131,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,131,146,11,2952317,,US
132,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,130,100,2915212,,US
133,spotify:track:3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Wasted On You,Big Loud / Republic,3,135,192,2908746,,US
134,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,3,126,110,2902687,,US
135,spotify:track:5lKFO0PrOC9jmOlPEdjHsL,"Tito Double P, Peso Pluma",DOS DÍAS,2024 Double P Records,116,116,3,2900335,,US
136,spotify:track:28drn6tQo95MRvO0jQEo5C,"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,Wilburn Holding Co./Boominati/Epic/Republic,3,103,27,2888132,,US
137,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Republic Records,1,122,306,2863561,,US
138,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,18,115,44,2848315,,US
139,spotify:track:0XkZmBCCcdMY0EPY8ij6Gb,Sabrina Carpenter,Slim Pickins,Island Records,17,83,5,2829279,,US
140,spotify:track:56qiAh3R5y85Ng26tkAUD3,GloRilla,TGIF,CMG/Interscope Records,83,97,13,2825107,,US
141,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,48,140,110,2762865,,US
142,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,Frank Ocean,White Ferrari,Boys Don't Cry,139,139,4,2748074,,US
143,spotify:track:6QeYSvYqYUsfBzsApbjDHO,TV Girl,Cigarettes out the Window,TV Girl,94,152,34,2744978,,US
144,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,37,153,150,2743123,,US
145,spotify:track:62bOmKYxYg7dhrC6gH9vFn,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,Jive,31,133,9,2741553,,US
146,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,9,147,100,2704559,,US
147,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,Aftermath,1,136,217,2697029,,US
148,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,92,149,173,2694870,,US
149,spotify:track:43SoxERu5UlXAgt4Es1VQU,Josh Meloy,Porch Light,Josh Meloy Music,120,159,22,2694522,,US
150,spotify:track:1D9XWqsoNWIfLEzjHcrgMx,Lil Tecca,BAD TIME,Galactic Records/Lil Tecca,150,-1,1,2688806,,US
151,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,3,143,94,2688092,,US
152,spotify:track:3K4HG9evC7dg3N0R9cYqk4,Linkin Park,One Step Closer,Warner Records,126,141,4,2686123,,US
153,spotify:track:5A8xI7PN4WDe9e61xEdt94,GloRilla,Yeah Glo!,CMG/Interscope Records,38,128,29,2684228,,US
154,spotify:track:4nHJcUtNSUVjXRnjdP29Bk,Noah Kahan,You’re Gonna Go Far,Mercury Records/Republic Records,64,154,10,2675269,,US
155,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,SZA,Broken Clocks,Top Dawg Entertainment/RCA Records,130,158,24,2673794,,US
156,spotify:track:2ZWlPOoWh0626oTaHrnl2a,Frank Ocean,Ivy,Boys Don't Cry,156,160,15,2668029,,US
157,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,129,145,24,2654893,,US
158,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,26,165,98,2648961,,US
159,spotify:track:7cA3PnUQDlUyBBwpRozQeo,Old Dominion,One Man Band,RCA Records Label Nashville,71,144,47,2636149,,US
160,spotify:track:3xOi0YhDREKRURFHoNaAOQ,Zach Bryan,Nine Ball,Warner Records,38,157,19,2628507,,US
161,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,41,151,197,2621635,,US
162,spotify:track:5sWxZXRYjkAnRQr7894dRa,Future,OCEAN,Wilburn Holding Co./Epic,162,-1,1,2618757,,US
163,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,L-M Records/RCA Records,1,162,90,2615780,,US
164,spotify:track:4E63weMCaNZuGPEFMnuEi8,Tate McRae,exes,RCA Records Label,16,142,33,2599193,,US
165,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,25,148,107,2592636,,US
166,spotify:track:1CDQzbCz4KSQxHe7LMEgRM,Eminem,Houdini,Shady/Aftermath/Interscope Records,5,134,17,2591951,,US
167,spotify:track:1aXV8GrmQLvgoFtBPERP7E,Eyedress,Jealous,Lex Records,137,197,41,2586132,,US
168,spotify:track:7tqhbajSfrz2F7E1Z75ASX,"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,UNI/MOTOWN,108,174,16,2576784,,US
169,spotify:track:2ZqTbIID9vFPTXaGyzbb4q,"Megan Thee Stallion, RM",Neva Play (feat. RM of BTS),Hot Girl Productions,43,69,3,2568972,,US
170,spotify:track:1jKXjxMWlq4BhH6f9GtZbu,Don Toliver,TORE UP,Cactus Jack / Atlantic,104,178,3,2564908,,US
171,spotify:track:34oWbFBfGEElvgO0a5c9V4,Kodak Black,No Flockin',P2015,90,176,34,2562003,,US
172,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,1,138,63,2558123,,US
173,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Bryson Tiller,Exchange,TrapSoul/RCA Records,84,186,68,2555119,,US
174,spotify:track:4pCbJC43j3gSqG6Fen6upD,"Zach Bryan, The War And Treaty",Hey Driver (feat. The War and Treaty),Warner Records,3,164,57,2544104,,US
175,spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",Fuck Love,Bad Vibes Forever / EMPIRE,8,179,211,2540835,,US
176,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,"Daniel Caesar, Kali Uchis",Get You (feat. Kali Uchis),Golden Child Recordings,173,-1,21,2540813,,US
177,spotify:track:7qTaDOcld0VmBWXnkbUj45,"Lil Durk, Morgan Wallen",Broadway Girls (feat. Morgan Wallen),Alamo,7,199,78,2521375,,US
178,spotify:track:2QfX9Pdz3q66fN3kCXl0Js,Zach Bryan,Revival,Warner Records,124,169,30,2517842,,US
179,spotify:track:57TEkZN3f84tFJFHFrD4pO,Morgan Wallen,Whiskey Glasses,Big Loud,43,185,262,2511720,,US
180,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,Top Dawg Entertainment/RCA Records,10,166,94,2511099,,US
181,spotify:track:0f8eRy9A0n6zXpKSHSCAEp,Steve Lacy,Infrunami,L-M Records,109,-1,25,2506505,,US
182,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,171,164,2501994,,US
